id,Area,MajorAxisLength,MinorAxisLength,Eccentricity,ConvexArea,EquivDiameter,Extent,Perimeter,Roundness,AspectRatio
12.0,-0.9882024111971615,-1.1937960575548467,-1.02968374198516,-0.16264688879340142,-0.9888057192410014,-1.115341873144609,0.3526737267436421,-1.165237876425428,0.7148961275613441,-0.5386411653889621
13.0,-0.996121156599117,-1.2611814409161244,-1.0222260578989248,-1.0130401542539569,-0.9973187981088196,-1.1451781145879858,0.7000561748864448,-1.213943024602614,1.3718303617749994,-0.8949504210581517
14.0,-0.9923597525331881,-1.2336168291127678,-1.0190712613906763,-0.6762901971915981,-0.9917079052186667,-1.1307513036751655,0.18848459626169392,-1.1845468672809258,0.8478497964473507,-0.7784498522520823
15.0,-0.987212568021917,-1.2104827381244434,-1.0031769133911197,-0.5825139700553631,-0.9872578867195798,-1.1117498570080984,1.0810050321004145,-1.1667151077529232,0.8580210232490848,-0.7411736692040435
16.0,-0.9903800661826992,-1.2184992348987471,-1.0220488792295983,-0.47131070249129825,-0.9919013842838443,-1.12334670183555,0.29889594513107715,-1.1866359878590313,1.133228758377872,-0.6936647003699733
17.0,-0.9981008429496059,-1.2305436371600418,-1.0673697392714894,-0.1352604517667731,-1.0006079422168404,-1.1529731133221353,1.788447775486001,-1.2168974872576037,1.2213011580058255,-0.5229017726667499
18.0,-0.9957252193290193,-1.2312810366216866,-1.044022663849912,-0.37675996769373993,-0.9959644446525758,-1.1436363431883025,-0.1229814795881814,-1.190202339764632,0.642467683437358,-0.6501027057456064
19.0,-0.9909739720878459,-1.2179550749080454,-1.0270234355327952,-0.4142145037314975,-0.9924818214793775,-1.125555036638926,1.3601903101731332,-1.1824577467028201,0.9359497131700145,-0.6677309420586152
20.0,-0.9880044425621126,-1.1849121430274192,-1.037755297991828,-0.02145304528155709,-0.9886122401758236,-1.114621187430513,0.6172412059268857,-1.165237876425428,0.7348763880093414,-0.4532571761526701
21.0,-0.9917658466280415,-1.2050217045926692,-1.0453270974660485,-0.11720648276034619,-0.9928687796097327,-1.1285167892241879,-0.2379546678633204,-1.1815924046259358,0.8230422594246541,-0.5123194038546132
22.0,-0.9882024111971615,-1.1905155522468227,-1.0331022579420868,-0.10524139264602,-0.9901600726972452,-1.115341873144609,0.062459146662042414,-1.1694161175816395,0.8363593278883993,-0.5052131578693309
23.0,-0.9901820975476504,-1.2077435160692378,-1.0287977384182814,-0.29575014553219026,-0.9897731145668898,-1.122613029731322,-0.16512100749728284,-1.1708933489091344,0.6750685996454033,-0.6101800658939226
24.0,-0.9876085052920148,-1.1995614396226923,-1.021563918782203,-0.28828758946434535,-0.987838323915113,-1.1131832505800738,0.049240938822926184,-1.1673269970035338,0.8357083208486535,-0.6063722351561265
25.0,-0.9788978853498637,-1.1824469305877006,-0.9786924690887292,-0.5349222643711568,-0.9789382869169393,-1.0826277622461462,0.7276611645396311,-1.144451654242436,1.0149302865201077,-0.7213040600972012
26.0,-0.9862227248466726,-1.2078057256034473,-1.0027457845670893,-0.5577225104606177,-0.9868709285892244,-1.1081859707228612,0.6404157651419067,-1.1688042283310287,1.0214593012552535,-0.7309067663535141
27.0,-0.9822633521456948,-1.197468312556549,-0.9889681973462012,-0.5887269811655953,-0.9837752635463815,-1.0941990729980964,0.19452237447001433,-1.165849765676039,1.33355777158671,-0.7437187639692401
28.0,-1.0024561529206815,-1.2426750745605653,-1.0815811324716673,-0.10773520677023976,-1.003897086324861,-1.1706615914873546,-0.4305215124651606,-1.21959849708632,0.7436842543015059,-0.5067004598932101
29.0,-0.9891922543724059,-1.1962690425237203,-1.0369673175848777,-0.11858712741679664,-0.9903535517624229,-1.118962695926767,0.26458942927478607,-1.1759369321422297,0.9281300458649755,-0.5131345866257726
30.0,-0.9856288189415259,-1.2123160597291485,-0.9945272077473677,-0.6965419763457219,-0.9857100541981584,-1.1060608695455059,0.8380811231523756,-1.1688042283310287,1.082391666833429,-0.7861922542695006
31.0,-0.9899841289126015,-1.201180839783009,-1.0364781516107002,-0.16456149810900697,-0.9905470308276005,-1.1218805673115149,0.8061820239975828,-1.173847811564124,0.7819669310454496,-0.539727710342579
32.0,-0.9874105366569659,-1.2025106105151078,-1.0185314625251427,-0.3450303485646198,-0.988418761110646,-1.112465988574746,0.42314116471872787,-1.172370580236629,1.0069935967669388,-0.6347669094367886
33.0,-0.992557721168237,-1.2223985677018296,-1.030368576891448,-0.425964923381363,-0.9930622586749105,-1.1314986904831996,-0.16305983493651183,-1.1866359878590313,0.8902032760552399,-0.6731589486101918
34.0,-0.9899841289126015,-1.2390860276174358,-0.9963319971660572,-1.0239619165256668,-0.9909339889579559,-1.1218805673115149,0.5091528904824344,-1.1916795710921266,1.3436445125634866,-0.8983380447997357
35.0,-0.9917658466280415,-1.2278223025856734,-1.0230800878454138,-0.5629938650130093,-0.9920948633490221,-1.1285167892241879,0.12595240456293366,-1.1881132191865262,1.025211700996386,-0.7331048463690257
36.0,-0.992557721168237,-1.2173571817193531,-1.0389425751152561,-0.2886910849963751,-0.9940296540007989,-1.1314986904831996,0.031680819344148146,-1.1916795710921266,1.0493240889847808,-0.6065787051438418
37.0,-0.9848369444013303,-1.1892217395820024,-1.0140649548976166,-0.2641906427130243,-0.986483970458869,-1.1032425538734671,-0.008471892878668551,-1.165849765676039,1.0730846487434762,-0.593919219703102
38.0,-0.9955272506939704,-1.2582277270342186,-1.018382472932602,-1.0196675803606468,-0.9963514027829312,-1.1428675599161942,1.0900651312686398,-1.206810320791413,1.1976878502424413,-0.8970086737757151
39.0,-1.0002784979351438,-1.242897084462814,-1.069736835901268,-0.22876069874115415,-1.0017688166079064,-1.161720803379932,1.4977695938387752,-1.2168974872576037,0.9385540399170738,-0.5751600347323433
40.0,-0.9862227248466726,-1.2111074944998583,-1.0010489610080269,-0.6120892580385149,-0.9868709285892244,-1.1081859707228612,0.12239620621791848,-1.1708933489091342,1.0852332195996615,-0.7531908131908019
41.0,-0.987212568021917,-1.212022408198644,-1.0029892356190677,-0.6016373895817634,-0.9874513657847576,-1.1117498570080984,0.3007039912370171,-1.1723705802366293,1.027643183484381,-0.7489722006381294
42.0,-0.996121156599117,-1.2478636174230688,-1.0355419124734468,-0.6609675331717366,-0.997705756239175,-1.1451781145879858,0.5224361909563479,-1.2103766726970133,1.2464565399145517,-0.7725213248454229
43.0,-1.0115627101329303,-1.2719795072190734,-1.13682689880884,0.17269675317921807,-1.0129906023882123,-1.210472395540742,-0.13729517792687096,-1.2555154689685988,0.6538934334075674,-0.3157302272064869
44.0,-0.9937455329785304,-1.2040962210307804,-1.0566250342059968,-0.009671439824882375,-0.9953840074570427,-1.1360102370565226,1.2939173625537075,-1.1875013299359154,0.7839778464653795,-0.4456271263077884
45.0,-0.9862227248466726,-1.1962878979757774,-1.0163964760895605,-0.3067344625448768,-0.9876448448499352,-1.1081859707228612,0.5288423216813551,-1.1688042283310287,1.0214593012552535,-0.6157437470374926
46.0,-0.9921617838981392,-1.2267608813350124,-1.0215748126623954,-0.5673679018753558,-0.9926753005445551,-1.1300051955471149,0.06737211909776238,-1.1881132191865262,0.9807090766326022,-0.7349225512856752
47.0,-0.987212568021917,-1.2037703297852473,-1.0151884497633328,-0.389891254440414,-0.9874513657847576,-1.1117498570080984,0.14590742847464258,-1.1673269970035338,0.876054103845554,-0.6563404495022561
48.0,-0.9830552266858903,-1.1883146483088292,-0.9985623798774931,-0.40066745274828236,-0.9837752635463815,-1.096963144141944,0.6614091893719843,-1.151584358053637,0.8297437165763629,-0.6614128898577486
49.0,-0.994339438883677,-1.2287134260873454,-1.043732278976842,-0.3532255313918157,-0.9951905283918651,-1.138283819937896,0.22054728054035808,-1.1967231543252221,1.005559654734357,-0.6387640914252846
50.0,-0.9876085052920148,-1.202038485857606,-1.0204487751789286,-0.3220622481045397,-0.9882252820454683,-1.1131832505800738,0.11252811574960288,-1.1708933489091342,0.9416756026156706,-0.6234267066784167
51.0,-0.9824613207807437,-1.1848507417539365,-0.9991568382902041,-0.36231915075199733,-0.9833883054160261,-1.0948885731648585,1.1045612899378003,-1.1530615893811318,0.9284800624302127,-0.6431697766660897
52.0,-0.990776003452797,-1.2264865793012982,-1.018466118168037,-0.5983547554853859,-0.9917079052186667,-1.1248176992007155,0.33505686724987094,-1.1916795710921266,1.2530843822315774,-0.7476409244221474
53.0,-0.9917658466280415,-1.215562368451153,-1.0362212959899206,-0.298143261635232,-0.9940296540007989,-1.1285167892241879,0.12595240456293366,-1.1916795710921266,1.139884219316691,-0.6113963646401626
54.0,-0.9848369444013303,-1.2135610320739856,-0.9893804399390974,-0.7684951708145176,-0.985903533263336,-1.1032425538734671,1.1366239742164637,-1.173847811564124,1.3225695639940818,-0.8128738692875989
55.0,-0.9866186621167703,-1.200741492800203,-1.0130935477265883,-0.38070686038529006,-0.9872578867195798,-1.1096081918675424,0.2841637176011991,-1.1637606450979334,0.8315475783567139,-0.6519842011363978
56.0,-0.9927556898032859,-1.1965642979929922,-1.0602728456019654,0.0784341769287691,-0.9932557377400881,-1.1322473625680425,-0.18023627294293873,-1.1759369321422297,0.5501852475095231,-0.38578478949272405
57.0,-1.0010703724753394,-1.2692751033889076,-1.054657095494435,-0.7065434086771419,-1.0023492538034395,-1.1649489853620696,0.6473557400939987,-1.2311628948800057,1.3359582962635692,-0.7899773433926279
58.0,-0.992557721168237,-1.2346101276222285,-1.0201784379230792,-0.675727133462149,-0.9930622586749105,-1.1314986904831996,1.4298188500770863,-1.1875013299359154,0.9170915988680528,-0.7782330798404442
59.0,-1.0026541215557303,-1.2405257703635697,-1.0954022139346162,0.04300807589423355,-1.0040905653900387,-1.1714844160394782,0.7276611645396311,-1.2240301910688047,0.8652900870438088,-0.4104566487666248
60.0,-0.988994285737357,-1.2066055320293856,-1.0237254932361357,-0.33400629320488107,-0.988999198306179,-1.1182361934383431,0.525224573749599,-1.172370580236629,0.8417969030274153,-0.6293494368176207
61.0,-0.9955272506939704,-1.211501457017976,-1.0667693016989928,0.020206585127440026,-0.9969318399784642,-1.1428675599161942,0.1060376938308443,-1.1967231543252221,0.8663152920238049,-0.4258956213431976
62.0,-0.992557721168237,-1.2091955647459212,-1.0481017800026655,-0.12759031857368194,-0.9926753005445551,-1.1314986904831996,-0.1941054464885004,-1.1830696359534307,0.7811417443122423,-0.5184262878564444
63.0,-0.9874105366569659,-1.218243933902124,-1.0010406451726748,-0.6946172921985013,-0.9893861564365344,-1.112465988574746,0.2497081069694885,-1.1830696359534307,1.3458212823236562,-0.7854609446439786
64.0,-0.9903800661826992,-1.223550184934257,-1.0160061003094318,-0.5915781260196411,-0.9926753005445551,-1.12334670183555,0.25141508217509617,-1.195245922997727,1.418861314251825,-0.7448830095496088
65.0,-0.9919638152630904,-1.219076973292423,-1.0327050103959883,-0.36784349660345217,-0.9926753005445551,-1.1292603595584612,0.44956645395938466,-1.1809805153753252,0.7830489988672582,-0.64583110303189
66.0,-0.9947353761537748,-1.21096985795065,-1.0610750462638125,-0.025610520801323942,-0.9949970493266873,-1.139806266546163,0.18237741830385348,-1.1860240986084205,0.6289810076349581,-0.4559297999629748
67.0,-0.990776003452797,-1.2118734092527896,-1.031878934153067,-0.3051871604976308,-0.9928687796097327,-1.1248176992007155,0.21556860285733573,-1.1881132191865262,1.136468261905847,-0.6149629653556318
68.0,-1.0026541215557303,-1.269256546200247,-1.0623908701442337,-0.6097810069186137,-1.003897086324861,-1.1714844160394782,1.1806661229508926,-1.2362064781131012,1.2990476873168415,-0.7522617784317955
69.0,-0.9814714776054992,-1.173995943948464,-1.0024668211757775,-0.2358026708385976,-0.9824209100901377,-1.0914510724439348,1.1961689593054106,-1.1530615893811316,1.023032773761962,-0.5789321594770671
70.0,-0.990776003452797,-1.2140714674276636,-1.02974461237966,-0.3475834736633751,-0.991514426153489,-1.1248176992007155,-0.008471892878668551,-1.1830696359534307,0.9766077382392705,-0.6360149292119041
71.0,-0.9838471012260859,-1.1921209275981612,-1.0009909746887071,-0.4141243734886063,-0.9851296170026252,-1.0997435711645949,0.0696028253323636,-1.1608061824429434,1.0205941124156945,-0.6676891210098097
72.0,-0.9895881916425037,-1.2168713907029514,-1.015200745775418,-0.5256185660037996,-0.9897731145668898,-1.120419247718196,0.22935571028724366,-1.1759369321422297,0.8861361793810367,-0.7173405241848964
73.0,-0.9955272506939704,-1.2287049833569224,-1.050509556660691,-0.2840722318324339,-0.9963514027829312,-1.1428675599161942,0.19279554540840535,-1.1967231543252221,0.8663152920238049,-0.6042112169280895
74.0,-0.999684592029997,-1.235450809206359,-1.0690082245932129,-0.16449842054635347,-1.0000275050213072,-1.1593164476584994,-0.1075667275311316,-1.2002895062308228,0.4845698311283696,-0.5396919420474113
75.0,-0.9917658466280415,-1.2295846388129321,-1.0191693103749733,-0.6267477232779094,-0.9938361749356213,-1.1285167892241879,1.5204198417593382,-1.199677616980212,1.4082384596682798,-0.7590561660170702
76.0,-0.9901820975476504,-1.2126616388085898,-1.0267037812225153,-0.36388233918275265,-0.9909339889579559,-1.122613029731322,0.17650513180593005,-1.1759369321422297,0.823145379655125,-0.6439239887163632
77.0,-0.9959231879640682,-1.2474758295587094,-1.0352596382492298,-0.6594372601921961,-0.9971253190436419,-1.144406525523523,0.29522744578569315,-1.212465793275119,1.3446030415097936,-0.7719258599593083
78.0,-0.9921617838981392,-1.2162149286085453,-1.0288000026142419,-0.37841691927813187,-0.9911274680231336,-1.1300051955471149,-0.5158374462992812,-1.164372534348544,0.29214887054572997,-0.6508932742408149
79.0,-0.9969130311393126,-1.250637999485437,-1.0344315254491228,-0.7095945524160315,-0.9971253190436419,-1.1482786939393608,0.27443414487424644,-1.205333089463918,0.9779886652179042,-0.7911270517640928
80.0,-0.9878064739270637,-1.213749946648486,-1.0054203356716076,-0.5950215920851847,-0.9891926773713567,-1.113901648394354,0.24917467721773628,-1.1795032840478303,1.1873068146141728,-0.7462860400806297
81.0,-0.983649132591037,-1.1903003988139416,-1.0025930646214865,-0.38123371510576615,-0.9851296170026252,-1.0990469151257203,-0.08774776060063899,-1.1608061824429434,1.0401747676547322,-0.6522349232411544
82.0,-0.992557721168237,-1.2287367595142382,-1.0224387407238487,-0.5805224104309993,-0.9928687796097327,-1.1314986904831996,1.1856995113776843,-1.1875013299359154,0.9170915988680528,-0.7403555011376979
83.0,-0.9880044425621126,-1.2126806294421415,-1.0104654818158096,-0.5298711240934231,-0.988999198306179,-1.114621187430513,-0.024830405265741814,-1.1744597008147348,1.0086032948988666,-0.719155467436838
84.0,-1.0028520901907794,-1.2614409152146016,-1.0754256450262945,-0.362621133395452,-1.0029296909989724,-1.1723089566025162,0.19316455328373566,-1.2296856635525109,1.0339603331229514,-0.6433155493168775
85.0,-0.9903800661826992,-1.2088324853779633,-1.0294845587811925,-0.2994332816115052,-0.991514426153489,-1.12334670183555,0.39640128870139657,-1.1759369321422297,0.8021484464131574,-0.6120510519371563
86.0,-0.9949333447888237,-1.2260981433628877,-1.0454890267820987,-0.3089281211027795,-0.9951905283918651,-1.1405695288526452,-0.11695465923504987,-1.1916795710921266,0.777643697989052,-0.6168490402865201
87.0,-1.0054256824464147,-1.2232468714837577,-1.1292459977447782,0.4468428381476014,-1.005831876976638,-1.1831892063436904,0.3513185837056599,-1.2154202559301088,0.2259017374232941,-0.06560689486326808
88.0,-0.9931516270733837,-1.2240224103066872,-1.0320656320741153,-0.42538320485675396,-0.9938361749356213,-1.1337485892407393,-0.1625174211047292,-1.1866359878590313,0.8239235990581592,-0.67289135677885
89.0,-1.0064155256216594,-1.2740436382123463,-1.09211885941859,-0.3150352915162748,-1.0077666676284147,-1.1874569918189264,1.2094937112134267,-1.2498599964848927,1.2558151450913828,-0.6199160678299135
90.0,-0.988994285737357,-1.2006523447976878,-1.0269694015719946,-0.24751906498248982,-0.9888057192410014,-1.1182361934383431,0.9043330983200233,-1.1667151077529232,0.6769753699685914,-0.5851599184400006
91.0,-0.9834511639559881,-1.1671386966510555,-1.0246147027851158,0.0032449122422138076,-0.9851296170026252,-1.0983512950083254,1.4539791145256868,-1.1545388207086265,0.8760987342592523,-0.43716518830287476
92.0,-0.9901820975476504,-1.2215862832625715,-1.0135761602971527,-0.5956401489735951,-0.9913209470883113,-1.122613029731322,0.043057421140612236,-1.1815924046259358,0.9955701957524205,-0.7465377126077053
93.0,-0.9846389757662815,-1.180735917869122,-1.012184448302299,-0.20740053372128855,-0.9847426588722699,-1.1025406478972843,1.3361978253387583,-1.150972468803026,0.6625802905353742,-0.5635824919177349
94.0,-1.0000805293000947,-1.2227427841944505,-1.0915192579499573,0.1479045967537969,-1.0013818584775511,-1.1609177691285284,0.5691094290956893,-1.2103766726970133,0.7493589624364414,-0.3348126785763366
95.0,-0.9957252193290193,-1.235831706059415,-1.0440627428483986,-0.42470828907632147,-0.9967383609132865,-1.1436363431883025,0.026902922237542412,-1.2023786268089283,1.0251395007920223,-0.6725807473640703
96.0,-0.9917658466280415,-1.222225216180352,-1.0270912328378283,-0.4583090646741606,-0.9928687796097327,-1.1285167892241879,-0.13623052267853852,-1.1902023397646317,1.0920235435172831,-0.687855671398975
97.0,-0.9984967802197037,-1.2316404535745935,-1.0710601142163338,-0.1096931945836881,-1.0002209840864849,-1.1545497974243213,1.7355971970046875,-1.213331135352003,1.0472607828094103,-0.5078659049667774
98.0,-0.9868166307518192,-1.2044754139486427,-1.0042102606673637,-0.5070603038928355,-0.9862904913936914,-1.1103209639202247,0.1792867411996832,-1.1601942931923328,0.7095304701060832,-0.7093547238319935
99.0,-0.9868166307518192,-1.1922962044478307,-1.0210865774229902,-0.22727687227740803,-0.9880318029802906,-1.1103209639202247,-0.16462132930073195,-1.1694161175816395,0.9789375804246602,-0.5743623993107166
100.0,-0.9957252193290193,-1.2348322360190152,-1.044290855843228,-0.41150305856790387,-0.9969318399784642,-1.1436363431883025,1.0674148833480768,-1.2032439688858125,1.0536778367978792,-0.6664715659018792
101.0,-0.9957252193290193,-1.044473429007691,-1.171125075458782,1.1991402140520884,-0.9946100911963319,-1.1436363431883025,-0.6628123883616018,-1.09574650606525,-1.4499073238046867,1.6013952516501337
102.0,-1.0000805293000947,-1.0206493632569844,-1.2113570769573967,1.338194780020811,-1.0000275050213072,-1.1609177691285284,-2.3727580655280303,-1.0797504142890797,-2.004054999250267,2.4985051621108427
103.0,-0.9779080421746192,-0.9750245956285845,-1.118931415661884,1.145412068984891,-0.976616538134807,-1.0792766951098454,-1.7725384989441433,-1.0260016828787986,-1.3469321492517605,1.362111060059844
104.0,-0.9994866233949482,-1.0710935181760897,-1.1816296361688214,1.1918311751475366,-0.9992535887605964,-1.1585181418238797,-1.6899547714025744,-1.1156673861713582,-1.4140269552706122,1.566303925468057
105.0,-1.003248027460877,-1.0474874652430481,-1.2168277961977711,1.324884062654429,-1.003316649129328,-1.173963228999821,0.2663511152241632,-1.112354487092031,-1.7716980312179487,2.3872416278020627
106.0,-0.9929536584383348,-1.037264920133969,-1.1624402851051563,1.1830991877221204,-0.9919013842838443,-1.132997326583438,-1.9588287245761853,-1.0919267013333762,-1.3058906413233276,1.525501875728738
107.0,-0.9820653835106459,-0.9773597522155045,-1.1412228311497907,1.2054371775527595,-0.9826143891553153,-1.0935105772031695,1.5913906185771023,-1.0464294686374533,-1.2921027290373832,1.6323426296944767
108.0,-0.987212568021917,-0.9969286322444634,-1.1555656520645128,1.2195339244141785,-0.9862904913936914,-1.1117498570080984,-2.0401991313531758,-1.0539206088729918,-1.5049834912673805,1.704154598634602
109.0,-0.9945374075187259,-1.0297380652976273,-1.1745862984435724,1.2301556268688991,-0.9936426958704435,-1.1390443659954888,-0.6888975837896371,-1.087136570926554,-1.4993342166869437,1.7607215851425955
110.0,-0.9840450698611348,-0.9740220854225409,-1.144511357541309,1.218663641376834,-0.9816469938294269,-1.1004412677668804,-0.571859059489474,-1.0348650708437677,-1.5820739740627725,1.6996158997394823
111.0,-0.9982988115846548,-1.0683344285877119,-1.17831605666252,1.1854125082913987,-0.9978992353043526,-1.153760703136392,-1.9469556107468573,-1.1213228586550643,-1.2173735972764057,1.5361955361923956
112.0,-0.9812735089704503,-1.031856855774129,-1.1072227176608058,1.0064719510179374,-0.9799056822428277,-1.0907665506880557,-0.3148624086689879,-1.0627839968379613,-0.978034167607647,0.8927818636318362
113.0,-0.9935475643434815,-1.0279274590503635,-1.1731667089736195,1.2284766653797656,-0.9944166121311543,-1.135255037618727,1.7332791891765595,-1.0915682649090388,-1.3557163579045972,1.7516329714929533
114.0,-0.9919638152630904,-1.0557446182174235,-1.1512423995865322,1.116107151569795,-0.9917079052186667,-1.1292603595584612,-0.8329409171871638,-1.0978356266433555,-1.1310712442994217,1.2475718164724554
115.0,-0.994339438883677,-1.0784159760728396,-1.1523873908779385,1.0771829567536924,-0.9946100911963319,-1.138283819937896,1.2969373956097825,-1.119487190903232,-0.9228270180786091,1.1096467266230885
116.0,-0.985430850306477,-0.9703730712779204,-1.1504362913042783,1.238830870400058,-0.9833883054160261,-1.105354677075789,-0.34709309929108606,-1.0363423021712626,-1.6447328306512192,1.8085983174764733
117.0,-0.987212568021917,-0.960681883336171,-1.1649218254578537,1.2859232511367498,-0.9847426588722699,-1.1117498570080984,-1.5199984374442441,-1.0233006730500822,-1.9207506843604143,2.098841666164788
118.0,-0.9852328816714281,-1.0042493814315996,-1.140665169922258,1.166309968964829,-0.9843557007419146,-1.1046495635880538,-1.4054888507347307,-1.054785950949876,-1.3649540822025674,1.4502792171006504
119.0,-1.0044358392711703,-1.1626188427124036,-1.1568069843977373,0.8827899440110404,-1.0048644816507495,-1.1789683754898408,1.18700819236865,-1.1854122093578097,-0.4653488186818144,0.5901100676037466
120.0,-0.9937455329785304,-1.0446452900946612,-1.1642748354398593,1.1775383949879403,-0.9926753005445551,-1.1360102370565226,-0.4992272644908683,-1.0886138022540488,-1.418207450061346,1.5001289603522943
121.0,-0.9884003798322104,-1.0087352373791678,-1.1543503364523318,1.200197238149311,-0.987838323915113,-1.1160637110363143,-2.197874083006644,-1.0646196645897936,-1.4218534613284164,1.6065431888193205
122.0,-0.988994285737357,-1.0022469123718878,-1.1582223693212932,1.2199975130976828,-0.9876448448499352,-1.1182361934383431,0.6286178077233506,-1.0621721075873503,-1.4983483133400515,1.7065781258375583
123.0,-0.9986947488547526,-1.1346409836297922,-1.1418907529011078,0.8952417753577611,-1.0000275050213072,-1.1553404048406533,-1.4398417267475843,-1.1628953030210492,-0.3993694669892687,0.6170852602512991
124.0,-0.9842430384961837,-0.9623504960175088,-1.1460864524472099,1.2370813874744069,-0.9804861194383607,-1.1011400096092794,-1.6415547679512654,-1.0218234417225873,-1.7693599675959075,1.7988175968947107
125.0,-1.0004764665701926,-1.0702025419994357,-1.1834430298534115,1.1990728723552286,-0.9984796724998858,-1.1625254325402228,-1.3573274657363177,-1.1064455617820514,-1.6437886953378151,1.6010679172281388
126.0,-0.9884003798322104,-0.9956456223871428,-1.1573380680592298,1.226094717705629,-0.988418761110646,-1.1160637110363143,-2.303244010537314,-1.0595760813566981,-1.4980956674228725,1.7388349742468832
127.0,-1.0030500588258282,-1.0217572868330211,-1.2238932473432709,1.3668634583309438,-1.001962295673084,-1.1731352239577477,-1.3733023723082722,-1.087136570926554,-2.11749229699624,2.7655438415372138
128.0,-0.9824613207807437,-1.0159020269292343,-1.1229617713345095,1.0917750713047982,-0.9814535147642492,-1.0948885731648585,0.00285323108161294,-1.05565129302676,-1.1729931339906237,1.1596094420916394
129.0,-0.9868166307518192,-0.9735824954753641,-1.1606596607253077,1.2614202176691662,-0.9870644076544022,-1.1103209639202247,-2.318406659260229,-1.0545324981236026,-1.4705295799386848,1.9409836861348893
130.0,-0.9880044425621126,-0.9731062979370688,-1.1701279587699023,1.2855846683911016,-0.9872578867195798,-1.114621187430513,-1.9172519961492773,-1.0360888493449891,-1.8028980499833125,2.096548184164956
131.0,-0.9816694462405481,-0.9549380554924606,-1.1470130660918045,1.2480550886027355,-0.9797122031776501,-1.0921365812550736,-2.0334835315311133,-1.0102590439289016,-1.7738568492722036,1.8612578976884744
132.0,-1.0054256824464147,-1.0792036075098732,-1.2146985529937822,1.2824123105197758,-1.006412314172171,-1.1831892063436904,-2.4050423555505525,-1.139154618183067,-1.518245894306572,2.07521961958478
133.0,-0.988994285737357,-0.9776477283542573,-1.17141925895804,1.2839449792189639,-0.9880318029802906,-1.1182361934383431,-2.3180893605285835,-1.0524433775454969,-1.6402059899402748,2.085488147401834
134.0,-0.9955272506939704,-1.0477249148717938,-1.1703435883135083,1.1918699725509208,-0.9944166121311543,-1.1428675599161942,-1.2108225533285577,-1.0892256915046596,-1.5388011497703415,1.5664879007304129
135.0,-0.9923597525331881,-1.0025704037931114,-1.1736104527106392,1.2615805995923193,-0.9911274680231336,-1.1307513036751655,-0.6361221839405868,-1.071393931976657,-1.58670623197516,1.9419662544734788
136.0,-0.9911719407228948,-0.976796830089753,-1.1797032973210915,1.305001886865549,-0.9907405098927782,-1.1262936081172805,1.4969102348390786,-1.0636493389148451,-1.6207630103428319,2.2337060528227095
137.0,-0.9832531953209392,-0.9677997100654024,-1.1475641875799127,1.2344175348383588,-0.9837752635463815,-1.097656706204889,-2.1649459806533082,-1.050966146218002,-1.2971520051454302,1.7840480242820225
138.0,-0.990776003452797,-0.9972417725428259,-1.1695288489807012,1.257057428879909,-0.9907405098927782,-1.1248176992007155,1.0221143875069507,-1.0672156908204458,-1.5416569326027936,1.9144952331595677
